Customer ID,LifetimeSpend,AvgQuantityPerLine,TotalLineItems,Country,Recency,Frequency,Return_Recency,Return_Frequency,TotalReturnValue,AvgReturnValue,TotalReturnLineItems,AvgReturnQuantityPerLine,CustomerTenureDays,AOV,PurchaseVelocity,Return_Value_Ratio,Spend_Cluster_Unclassified,Spend_Cluster_0,Spend_Cluster_1,Spend_Cluster_2,Cluster_Median_Delta,Financial_Momentum,Lifespan_Consistency,Is_Churned
15210,845.01,13.04255319,47,United Kingdom,109,2,270,0,0,0,0,0,305,422.505,0.006557377,0,0,0,551.91,293.1,3.40625,7.752385321,610,0
15211,383.07,5.086956522,23,United Kingdom,95,1,270,0,0,0,0,0,95,383.07,0.010526316,0,0,0,205.22,177.85,2.96875,4.032315789,95,1
15212,106.48,9.6,5,United Kingdom,107,1,270,0,0,0,0,0,107,106.48,0.009345794,0,0,0,66.68,39.8,3.34375,0.995140187,107,0
15213,325.05,10.8,25,United Kingdom,49,2,49,1,3.3,3.3,1,2,60,162.525,0.033333333,0.010152284,0,0,325.05,0,1.53125,6.633673469,120,1
15215,850.62,2.169491525,118,United Kingdom,124,4,47,2,836.87,20.92175,40,7.375,343,212.655,0.011661808,0.98383532,0,0,442.5,408.12,3.875,6.85983871,1372,1
15216,389.49,8.590909091,22,United Kingdom,349,1,270,0,0,0,0,0,349,389.49,0.00286533,0,0,0,274.99,114.5,10.90625,1.116017192,349,1
15217,426.24,6.785714286,28,United Kingdom,293,1,270,0,0,0,0,0,293,426.24,0.003412969,0,0,0,282.15,144.09,9.15625,1.454744027,293,1
15218,6218.03,12.97744361,266,United Kingdom,49,12,305,3,60.57,6.73,9,3.666666667,413,518.1691667,0.02905569,0.009741027,0,0,4808.46,1409.57,1.53125,126.8985714,4956,0
15219,379.7,13.29411765,17,United Kingdom,379,1,270,0,0,0,0,0,379,379.7,0.002638522,0,0,0,275.4,104.3,11.84375,1.001846966,379,0
15220,316.11,11.95652174,23,United Kingdom,11,1,270,0,0,0,0,0,11,316.11,0.090909091,0,0,0,298.26,17.85,0.34375,28.73727273,11,0
15221,1702,5.487179487,39,United Kingdom,96,4,100,3,360.2,36.02,10,3,368,425.5,0.010869565,0.211633373,0,11.8,82.2,1608,1.963190184,17.72916667,1472,1
15222,3415.66,26.37579618,157,United Kingdom,49,11,214,6,135.25,7.118421053,19,16.68421053,453,310.5145455,0.024282561,0.039597032,0,55.66,3275.25,84.75,1.53125,69.70734694,4983,1
15223,662.2,12.28571429,14,United Kingdom,340,3,270,0,0,0,0,0,465,220.7333333,0.006451613,0,0,20.4,531.3,110.5,10.625,1.947647059,1395,0
15224,837.26,10.575,40,United Kingdom,88,5,93,3,34.1,6.82,5,4,423,167.452,0.011820331,0.040728089,0,0,542.01,295.25,2.75,9.514318182,2115,1
15226,154.41,8.875,8,United Kingdom,41,1,270,0,0,0,0,0,41,154.41,0.024390244,0,0,30.6,98.31,25.5,1.28125,3.766097561,41,1
15227,1894.16,9.217391304,92,United Kingdom,15,6,270,0,0,0,0,0,364,315.6933333,0.016483516,0,0,0,1257.13,637.03,0.46875,126.2773333,2184,0
15228,3098.41,13.26950355,141,United Kingdom,25,3,270,0,0,0,0,0,230,1032.803333,0.013043478,0,0,0,2295.76,802.65,0.78125,123.9364,690,0
15229,160.5,12.66666667,9,United Kingdom,316,1,270,0,0,0,0,0,316,160.5,0.003164557,0,0,47.7,82.8,30,9.875,0.507911392,316,1
15231,228.36,10.70588235,17,United Kingdom,351,1,326,1,21.9,7.3,3,2.666666667,351,228.36,0.002849003,0.095901209,0,0,228.36,0,10.96875,0.650598291,351,1
15233,59.4,12,1,United Kingdom,131,1,270,0,0,0,0,0,131,59.4,0.007633588,0,0,0,0,59.4,2.678936605,0.453435115,131,1
15234,197,14,14,United Kingdom,7,1,270,0,0,0,0,0,7,197,0.142857143,0,0,0,197,0,0.21875,28.14285714,7,1
15235,1986.19,9.916666667,132,United Kingdom,15,13,270,0,0,0,0,0,119,152.7838462,0.109243697,0,0,117.5,1640.79,227.9,0.46875,132.4126667,1547,0
15236,321.05,17.93333333,15,United Kingdom,29,1,270,0,0,0,0,0,29,321.05,0.034482759,0,0,0,321.05,0,0.90625,11.07068966,29,1
15240,2933.84,11.82485876,177,United Kingdom,42,8,31,7,132.47,7.792352941,17,3.411764706,464,366.73,0.017241379,0.045152428,0,40.32,2652.4,241.12,1.3125,69.85333333,3712,0
15241,1671.2,18.84466019,103,United Kingdom,14,4,7,1,17.85,17.85,1,3,384,417.8,0.010416667,0.010680948,0,22.5,1511.9,136.8,0.4375,119.3714286,1536,0
15242,302.04,49,4,United Kingdom,152,1,270,0,0,0,0,0,152,302.04,0.006578947,0,0,0,302.04,0,4.75,1.987105263,152,1
15243,610.6,9.179487179,39,United Kingdom,165,1,270,0,0,0,0,0,165,610.6,0.006060606,0,0,0,484.9,125.7,5.15625,3.700606061,165,1
15244,218.61,4.0625,16,United Kingdom,396,1,390,1,61.9,30.95,2,1,396,218.61,0.002525253,0.283152646,0,17,85.8,115.81,8.098159509,0.552045455,396,0
15245,2095,20.96610169,59,United Kingdom,132,5,270,0,0,0,0,0,325,419,0.015384615,0,0,20,2055.1,19.9,4.125,15.87121212,1625,0
15246,452.25,6.6,30,United Kingdom,89,2,270,0,0,0,0,0,286,226.125,0.006993007,0,0,0,412,40.25,2.78125,5.081460674,572,0
15247,611.11,29.41666667,12,United Kingdom,208,2,194,1,8.95,8.95,1,1,267,305.555,0.007490637,0.014645481,0,0,584.26,26.85,6.5,2.938028846,534,0
15248,1865.03,9.522522523,111,United Kingdom,141,3,258,1,28.9,5.78,5,1.6,264,621.6766667,0.011363636,0.015495729,0,130,1288.34,446.69,4.40625,13.22716312,792,1
15249,2489.79,8.91025641,156,United Kingdom,160,5,286,1,87.75,21.9375,4,3.25,353,497.958,0.014164306,0.035243936,0,70.68,1883.36,535.75,5,15.5611875,1765,0
15250,60,16,3,United Kingdom,371,1,270,0,0,0,0,0,371,60,0.002695418,0,0,0,60,0,11.59375,0.161725067,371,1
15251,9791.81,47.72580645,124,United Kingdom,144,10,209,5,47.74,9.548,5,3.8,410,979.181,0.024390244,0.004875503,0,0,6378.26,3413.55,4.5,67.99868056,4100,0
15252,1312.28,11.5974026,77,United Kingdom,152,3,147,2,50.35,16.78333333,3,5,342,437.4266667,0.00877193,0.038368336,0,22.8,940.63,348.85,4.75,8.633421053,1026,0
15253,1117.99,10.8030303,66,United Kingdom,133,3,129,3,18.9,6.3,3,3,317,372.6633333,0.009463722,0.016905339,0,22.5,1004.14,91.35,4.15625,8.40593985,951,0
15254,773.04,8.7,50,United Kingdom,277,2,468,1,14.95,14.95,1,1,291,386.52,0.006872852,0.019339232,0,0,384.39,388.65,5.664621677,2.790758123,582,0
15255,2756.52,11.76551724,145,United Kingdom,126,8,144,2,58.65,14.6625,4,4.75,467,344.565,0.017130621,0.021276827,0,0,2368.27,388.25,3.9375,21.87714286,3736,1
15256,71.95,9.25,4,United Kingdom,292,1,270,0,0,0,0,0,292,71.95,0.003424658,0,0,0,71.95,0,9.125,0.24640411,292,0
15257,600.9,5.384615385,13,United Kingdom,13,2,11,1,85,85,1,1,144,300.45,0.013888889,0.141454485,0,0,118.95,481.95,0.265848671,46.22307692,288,1
15259,1182.38,11.07017544,57,United Kingdom,243,4,270,0,0,0,0,0,413,295.595,0.00968523,0,0,0,697.88,484.5,7.59375,4.865761317,1652,1
15260,7317.61,11.73006135,326,United Kingdom,103,20,277,4,59.85,11.97,5,2.6,464,365.8805,0.043103448,0.0081789,0,25.2,5930.29,1362.12,3.21875,71.04475728,9280,0
15261,1253.18,7.342465753,73,United Kingdom,112,3,270,0,0,0,0,0,165,417.7266667,0.018181818,0,0,0,904.98,348.2,3.5,11.18910714,495,0
15262,418.82,8.384615385,26,United Kingdom,54,3,270,0,0,0,0,0,218,139.6066667,0.013761468,0,0,0,372.07,46.75,1.6875,7.755925926,654,1
15264,450.46,5.176470588,34,United Kingdom,260,1,210,1,4.2,2.1,2,1,260,450.46,0.003846154,0.009323802,0,0,273.15,177.31,8.125,1.732538462,260,1
15265,1839.52,8.630630631,111,United Kingdom,335,2,270,0,0,0,0,0,468,919.76,0.004273504,0,0,0,1593.38,246.14,10.46875,5.491104478,936,0
15266,852.21,5.244444444,45,United Kingdom,68,5,270,0,0,0,0,0,432,170.442,0.011574074,0,0,23.4,313.01,515.8,1.390593047,12.5325,2160,1
15268,941.25,15.62962963,27,United Kingdom,209,3,319,1,20.65,4.13,5,1.2,336,313.75,0.008928571,0.021938911,0,0,751.35,189.9,6.53125,4.503588517,1008,1
15269,816.56,10.48484848,33,United Kingdom,110,2,270,0,0,0,0,0,120,408.28,0.016666667,0,0,0,611.01,205.55,3.4375,7.423272727,240,1
15270,5915.09,15.10526316,171,United Kingdom,32,17,31,9,1243.78,51.82416667,24,13.25,452,347.9464706,0.037610619,0.210272371,0,0,4641.94,1273.15,1,184.8465625,7684,0
15271,2351.05,3.70773639,349,United Kingdom,68,11,139,1,49,16.33333333,3,10.33333333,221,213.7318182,0.049773756,0.020841752,0,31.2,1747.46,572.39,2.125,34.57426471,2431,0
15272,1309.01,1.591928251,223,United Kingdom,180,4,270,0,0,0,0,0,393,327.2525,0.010178117,0,0,84.07,491.07,733.87,3.680981595,7.272277778,1572,0
15273,228.96,216,1,United Kingdom,330,1,270,0,0,0,0,0,330,228.96,0.003030303,0,0,0,228.96,0,10.3125,0.693818182,330,1
15276,472.67,1.894736842,133,United Kingdom,124,3,124,1,18.5,4.625,4,1,165,157.5566667,0.018181818,0.039139357,0,3.3,302.87,166.5,3.875,3.811854839,495,1
15277,220.44,12,14,United Kingdom,155,1,270,0,0,0,0,0,155,220.44,0.006451613,0,0,0,187.74,32.7,4.84375,1.422193548,155,1
15278,496.16,15.79310345,29,United Kingdom,292,4,270,0,0,0,0,0,395,124.04,0.010126582,0,0,0,434.96,61.2,9.125,1.699178082,1580,1
15279,1554.84,7.608247423,97,United Kingdom,85,5,95,2,25.7,8.566666667,3,21.33333333,406,310.968,0.012315271,0.016529032,0,71.8,929.76,553.28,2.65625,18.29223529,2030,1
15280,284.4,8.022727273,44,United Kingdom,219,2,270,0,0,0,0,0,301,142.2,0.006644518,0,0,6.96,223.14,54.3,6.84375,1.298630137,602,0
15281,7027.94,9.868534483,464,United Kingdom,18,9,12,5,198.05,10.42368421,19,2.421052632,158,780.8822222,0.056962025,0.028180377,0,109.2,5203.74,1715,0.5625,390.4411111,1422,0
15282,348.59,14.62962963,27,United Kingdom,300,1,270,0,0,0,0,0,300,348.59,0.003333333,0,0,0,348.59,0,9.375,1.161966667,300,1
15283,135.43,2.5,10,United Kingdom,120,3,229,1,12.9,12.9,1,2,248,45.14333333,0.012096774,0.09525216,0,0,48.9,86.53,2.45398773,1.128583333,744,1
15284,24.75,5,1,United Kingdom,230,1,270,0,0,0,0,0,230,24.75,0.004347826,0,0,0,24.75,0,7.1875,0.107608696,230,1
15285,94.92,20,6,United Kingdom,138,1,270,0,0,0,0,0,138,94.92,0.007246377,0,0,0,94.92,0,4.3125,0.687826087,138,1
15287,369.34,36.0625,16,United Kingdom,110,3,270,0,0,0,0,0,468,123.1133333,0.006410256,0,0,17.7,351.64,0,3.4375,3.357636364,1404,1
15288,1565.66,6.933333333,90,United Kingdom,95,6,270,0,0,0,0,0,395,260.9433333,0.015189873,0,0,5.9,846.01,713.75,2.96875,16.48063158,2370,0
15289,635.61,15.325,40,United Kingdom,189,2,152,1,17.7,17.7,1,6,352,317.805,0.005681818,0.027847265,0,0,635.61,0,5.90625,3.363015873,704,0
15290,3604.29,19.80291971,137,United Kingdom,7,13,7,3,47.9,11.975,4,9.5,384,277.2530769,0.033854167,0.013289719,0,0,3482.74,121.55,0.21875,514.8985714,4992,0
15291,10186.48,14.58673469,196,United Kingdom,4,30,49,10,365.77,21.51588235,17,20.11764706,467,339.5493333,0.064239829,0.035907399,0,0,5268.7,4917.78,0.125,2546.62,14010,0
15293,247.5,9.368421053,19,United Kingdom,396,1,270,0,0,0,0,0,396,247.5,0.002525253,0,0,51.5,176.2,19.8,12.375,0.625,396,1
15294,222.3,5.588235294,17,United Kingdom,141,1,130,1,11.05,5.525,2,1,141,222.3,0.007092199,0.049707602,0,0,149.6,72.7,4.40625,1.576595745,141,1
15295,207.04,2.673076923,52,United Kingdom,384,1,270,0,0,0,0,0,384,207.04,0.002604167,0,0,6.8,157.64,42.6,12,0.539166667,384,1
15296,7793.15,10.68304668,407,United Kingdom,57,7,144,4,56.35,9.391666667,6,2.833333333,417,1113.307143,0.016786571,0.007230709,0,39.8,6142.4,1610.95,1.78125,136.7219298,2919,0
15298,5057.41,13.02135231,281,United Kingdom,55,14,228,4,77.54,8.615555556,9,3.111111111,461,361.2435714,0.030368764,0.015331958,0,14.75,4169.16,873.5,1.71875,91.95290909,6454,0
15299,3484.53,417.5,6,United Kingdom,102,6,270,0,0,0,0,0,427,580.755,0.014051522,0,0,0,2225.16,1259.37,3.1875,34.16205882,2562,0
15301,2533.09,11.05839416,137,United Kingdom,99,6,270,0,0,0,0,0,180,422.1816667,0.033333333,0,0,17.7,1852.14,663.25,3.09375,25.58676768,1080,0
15302,291.05,6.3125,16,United Kingdom,460,1,452,1,16.95,16.95,1,1,460,291.05,0.002173913,0.058237416,0,35.4,142.55,113.1,14.375,0.632717391,460,1
15303,1178.78,7.183098592,71,United Kingdom,20,3,335,1,45.4,22.7,2,2,414,392.9266667,0.007246377,0.038514396,0,0,849.39,329.39,0.625,58.939,1242,1
15304,325.65,3.909090909,11,United Kingdom,12,3,9,1,4.95,4.95,1,1,152,108.55,0.019736842,0.015200368,0,0,53.1,272.55,0.245398773,27.1375,456,0
15305,93.6,8,5,United Kingdom,285,1,270,0,0,0,0,0,285,93.6,0.003508772,0,0,0,77.7,15.9,8.90625,0.328421053,285,1
15306,2306.63,21.55238095,105,United Kingdom,230,6,230,1,3.75,3.75,1,1,389,384.4383333,0.015424165,0.001625748,0,0,2064.07,242.56,7.1875,10.02882609,2334,0
15308,302.27,8.238095238,21,United Kingdom,4,1,1,1,8.2,4.1,2,1,4,302.27,0.25,0.027128064,0,0,205.12,97.15,0.125,75.5675,4,1
15309,715.53,6.836065574,61,United Kingdom,341,4,348,6,82.43,11.77571429,7,3.285714286,465,178.8825,0.008602151,0.115201319,0,30.3,583.33,101.9,10.65625,2.098328446,1860,1
15310,1634.64,32.8,45,United Kingdom,209,1,270,0,0,0,0,0,209,1634.64,0.004784689,0,0,0,1609.14,25.5,6.53125,7.821244019,209,1
15311,71228.38,14.50992264,2973,United Kingdom,0,147,10,43,2047.32,11.06659459,185,4.556756757,469,484.5468027,0.313432836,0.028743038,0,1244,52088.57,17895.81,0,71228.38,68943,0
15312,2281.38,10.07462687,134,United Kingdom,84,9,85,2,13.7,6.85,2,2,454,253.4866667,0.019823789,0.006005137,0,27.6,1937.24,316.54,2.625,27.15928571,4086,0
15314,472.68,15.74074074,27,United Kingdom,144,2,126,1,19.8,19.8,1,12,158,236.34,0.012658228,0.041888804,0,0,462.73,9.95,4.5,3.2825,316,0
15316,165,100,1,United Kingdom,57,1,270,0,0,0,0,0,57,165,0.01754386,0,0,0,165,0,1.78125,2.894736842,57,1
15317,112.05,6.5,6,United Kingdom,407,1,461,1,17.7,17.7,1,6,407,112.05,0.002457002,0.157965194,0,0,52.65,59.4,8.323108384,0.275307125,407,1
15319,204.5,10.9375,16,United Kingdom,14,1,270,0,0,0,0,0,14,204.5,0.071428571,0,0,0,121.2,83.3,0.4375,14.60714286,14,1
15321,5069.39,11.4789272,261,United Kingdom,22,10,147,5,51.5,5.722222222,9,2.333333333,405,506.939,0.024691358,0.010159013,0,30,4515.44,523.95,0.6875,230.4268182,4050,1
15322,711.18,13.53658537,41,United Kingdom,206,1,270,0,0,0,0,0,206,711.18,0.004854369,0,0,12.6,544.73,153.85,6.4375,3.452330097,206,1
15323,320.9,3.756756757,37,United Kingdom,293,3,263,1,113.7,14.2125,8,6.125,392,106.9666667,0.007653061,0.354315986,0,0,244.25,76.65,9.15625,1.095221843,1176,1
15324,140.22,9.25,8,United Kingdom,431,1,270,0,0,0,0,0,431,140.22,0.002320186,0,0,15,125.22,0,13.46875,0.325336427,431,1
15325,1434.52,6.457627119,177,United Kingdom,125,7,222,1,5.2,5.2,1,8,391,204.9314286,0.017902813,0.003624906,0,56.77,1134.8,242.95,3.90625,11.47616,2737,1
15326,1529.82,9.04109589,146,United Kingdom,64,5,327,5,170.7,10.04117647,17,1.823529412,468,305.964,0.010683761,0.111581755,0,43.2,1337.52,149.1,2,23.9034375,2340,1
15328,107.24,11,8,United Kingdom,138,1,270,0,0,0,0,0,138,107.24,0.007246377,0,0,0,91.34,15.9,4.3125,0.777101449,138,1
15329,1713.98,5.973684211,114,United Kingdom,105,8,95,8,195.15,11.47941176,17,2.941176471,456,214.2475,0.01754386,0.113857805,0,0,1071.16,642.82,3.28125,16.32361905,3648,0
15331,755.41,15.15217391,46,United Kingdom,230,3,334,1,12.5,6.25,2,2,339,251.8033333,0.008849558,0.016547305,0,0,719.61,35.8,7.1875,3.284391304,1017,1
15332,4892.68,14.97402597,154,Lithuania,96,6,270,0,0,0,0,0,243,815.4466667,0.024691358,0,0,237.6,4417.33,237.75,3,50.96541667,1458,1
15336,240.5,5.6,15,United Kingdom,132,1,270,0,0,0,0,0,132,240.5,0.007575758,0,0,0,149.3,91.2,4.125,1.821969697,132,1
15337,344.72,8,24,United Kingdom,141,1,133,1,28.3,9.433333333,3,2.666666667,141,344.72,0.007092199,0.082095614,0,0,262.42,82.3,4.40625,2.444822695,141,1
15338,277.93,2.551724138,58,United Kingdom,407,1,270,0,0,0,0,0,407,277.93,0.002457002,0,0,46.25,177.28,54.4,12.71875,0.682874693,407,1
15339,1327.6,4.640883978,181,United Kingdom,48,6,151,3,177.25,29.54166667,6,6.833333333,399,221.2666667,0.015037594,0.1335116,0,43.75,876.97,406.88,1.5,27.65833333,2394,1
15340,105.5,10.85714286,7,United Kingdom,292,1,270,0,0,0,0,0,292,105.5,0.003424658,0,0,0,105.5,0,9.125,0.36130137,292,1
15341,380.5,24.25,8,United Kingdom,179,1,291,1,1.7,1.7,1,2,179,380.5,0.005586592,0.004467806,0,0,380.5,0,5.59375,2.125698324,179,1
15346,591.65,6.763157895,38,United Kingdom,63,3,147,1,4.47,4.47,1,3,161,197.2166667,0.01863354,0.007555142,0,0,527.05,64.6,1.96875,9.391269841,483,1
15347,1132.3,14.10526316,38,United Kingdom,96,4,113,2,29.7,14.85,2,3,168,283.075,0.023809524,0.026229798,0,0,913.65,218.65,3,11.79479167,672,1
15350,547.6,9.066666667,30,United Kingdom,103,2,270,0,0,0,0,0,113,273.8,0.017699115,0,0,0,547.6,0,3.21875,5.316504854,226,1
15351,1745.09,4.769736842,152,United Kingdom,100,4,100,3,25.14,4.19,6,2,163,436.2725,0.024539877,0.014406134,0,3.8,1417.99,323.3,3.125,17.4509,652,1
15352,111.15,1.176470588,34,United Kingdom,279,1,270,0,0,0,0,0,279,111.15,0.003584229,0,0,3.75,72,35.4,8.71875,0.398387097,279,1
15353,2314.1,3.778846154,312,United Kingdom,98,6,468,1,21.9,21.9,1,2,468,385.6833333,0.012820513,0.009463722,0,39.22,1627.4,647.48,3.0625,23.61326531,2808,0
15356,1111.75,1.73968254,315,United Kingdom,27,6,270,0,0,0,0,0,152,185.2916667,0.039473684,0,0,4.05,1038.1,69.6,0.84375,41.17592593,912,0
15358,11343.5,13.58914729,774,United Kingdom,10,28,5,9,192.06,11.29764706,17,8.941176471,463,405.125,0.060475162,0.016931282,0,128.1,10265.85,949.55,0.3125,1134.35,12964,0
15359,162.6,7.647058824,17,United Kingdom,393,8,285,1,18.75,18.75,1,15,424,20.325,0.018867925,0.115313653,0,0,162.6,0,12.28125,0.413740458,3392,1
15361,689.07,37.3,10,United Kingdom,92,4,270,0,0,0,0,0,273,172.2675,0.014652015,0,0,60,358.92,270.15,2.875,7.489891304,1092,1
15362,613.08,9.2,40,United Kingdom,179,2,270,0,0,0,0,0,469,306.54,0.004264392,0,0,0,390.33,222.75,5.59375,3.425027933,938,1
15363,678.11,10.94285714,35,United Kingdom,103,2,270,0,0,0,0,0,223,339.055,0.00896861,0,0,0,624.46,53.65,3.21875,6.583592233,446,1
15365,2451.42,9.75862069,116,United Kingdom,45,7,270,0,0,0,0,0,403,350.2028571,0.017369727,0,0,0,1869.27,582.15,1.40625,54.476,2821,1
15366,1892.11,18.5,102,United Kingdom,88,6,270,0,0,0,0,0,382,315.3516667,0.015706806,0,0,32.7,1761.58,97.83,2.75,21.50125,2292,1
15367,3902.62,10.37556561,221,United Kingdom,5,8,340,1,65.7,65.7,1,6,459,487.8275,0.017429194,0.016834844,0,0,3289.62,613,0.15625,780.524,3672,0
15368,275.8,44,4,United Kingdom,124,1,270,0,0,0,0,0,124,275.8,0.008064516,0,0,0,210,65.8,3.875,2.224193548,124,1
15369,3346.43,18.06060606,99,United Kingdom,222,11,105,1,2904.83,72.62075,40,37.5,462,304.2209091,0.023809524,0.868038477,0,161.65,3049.18,135.6,6.9375,15.07400901,5082,1
15370,2107.18,10.3372093,86,United Kingdom,27,3,270,0,0,0,0,0,141,702.3933333,0.021276596,0,0,117.4,1408.23,581.55,0.84375,78.0437037,423,0
15371,59.4,12,1,United Kingdom,392,1,270,0,0,0,0,0,392,59.4,0.00255102,0,0,0,0,59.4,8.016359918,0.151530612,392,1
15372,3947.02,103.3939394,33,United Kingdom,180,7,180,2,62.64,20.88,3,24.66666667,394,563.86,0.017766497,0.015870201,0,0,2954.02,993,5.625,21.92788889,2758,0
15373,1365.83,3.484536082,97,United Kingdom,20,9,69,1,202.8,40.56,5,4.8,317,151.7588889,0.028391167,0.148481143,0,2.55,544.78,818.5,0.408997955,68.2915,2853,0
15374,139.32,23.42857143,7,United Kingdom,355,1,270,0,0,0,0,0,355,139.32,0.002816901,0,0,0,139.32,0,11.09375,0.392450704,355,0
15375,60.96,14,6,United Kingdom,420,1,270,0,0,0,0,0,420,60.96,0.002380952,0,0,2.52,58.44,0,13.125,0.145142857,420,1
15377,1179.95,11.31818182,22,United Kingdom,113,4,139,1,31.8,31.8,1,4,146,294.9875,0.02739726,0.026950295,0,0,609.45,570.5,3.53125,10.4420354,584,1
15378,246.5,10.83333333,12,United Kingdom,193,2,270,0,0,0,0,0,232,123.25,0.00862069,0,0,0,246.5,0,6.03125,1.277202073,464,1
15379,4157.08,11.22368421,228,United Kingdom,5,5,70,1,71.4,35.7,2,6,131,831.416,0.038167939,0.017175517,0,17.4,3603.23,536.45,0.15625,831.416,655,0
15380,1739.84,33.68421053,19,United Kingdom,95,7,151,1,48.96,24.48,2,8,468,248.5485714,0.014957265,0.028140519,0,32.4,1269.3,438.14,2.96875,18.31410526,3276,0
15381,1290.77,37.05882353,17,United Kingdom,153,3,264,1,2.95,2.95,1,1,313,430.2566667,0.009584665,0.002285458,0,0,788.63,502.14,4.78125,8.436405229,939,0
15382,8738.06,15.05486284,401,United Kingdom,26,7,133,6,59.2,9.866666667,6,6.5,465,1248.294286,0.015053763,0.006774959,0,15,7467.85,1255.21,0.8125,336.0792308,3255,0
15384,1682.3,14.3030303,99,United Kingdom,90,3,102,1,6.65,3.325,2,1.5,323,560.7666667,0.009287926,0.003952922,0,0,1370.3,312,2.8125,18.69222222,969,0
15385,625.2,29.66666667,9,United Kingdom,123,2,270,0,0,0,0,0,407,312.6,0.004914005,0,0,0,625.2,0,3.84375,5.082926829,814,1
15387,468.65,16.75,20,United Kingdom,222,1,270,0,0,0,0,0,222,468.65,0.004504505,0,0,0,349.5,119.15,6.9375,2.111036036,222,1
15388,140.54,8.8,10,Canada,0,1,270,0,0,0,0,0,0,140.54,1,0,0,17,123.54,0,0,140.54,0,1
15389,2233.8,708,5,United Kingdom,130,4,270,0,0,0,0,0,412,558.45,0.009708738,0,0,0,2233.8,0,4.0625,17.18307692,1648,0
15390,1216.66,11.61038961,77,Canada,126,2,270,0,0,0,0,0,139,608.33,0.014388489,0,0,45.6,1083.56,87.5,3.9375,9.656031746,278,1
15391,282.92,8.307692308,13,United Kingdom,314,1,301,1,6.95,6.95,1,1,314,282.92,0.003184713,0.024565248,0,0,151.52,131.4,9.8125,0.901019108,314,1
15392,1695.27,15.7125,80,United Kingdom,90,4,88,1,19.8,19.8,1,12,162,423.8175,0.024691358,0.011679555,0,0,1485.82,209.45,2.8125,18.83633333,648,1
15393,783.58,8.05,40,United Kingdom,11,4,270,0,0,0,0,0,454,195.895,0.008810573,0,0,22.5,429.43,331.65,0.34375,71.23454545,1816,1
15394,3655.52,10.11904762,168,United Kingdom,89,8,161,2,35.4,17.7,2,2,454,456.94,0.017621145,0.009683985,0,0,2862.58,792.94,2.78125,41.07325843,3632,0
15395,107.45,2.428571429,7,United Kingdom,56,1,270,0,0,0,0,0,56,107.45,0.017857143,0,0,0,29.7,77.75,1.145194274,1.91875,56,1
15396,508.2,78,2,United Kingdom,314,1,270,0,0,0,0,0,314,508.2,0.003184713,0,0,0,508.2,0,9.8125,1.618471338,314,0
15397,94,3.333333333,6,United Kingdom,20,1,270,0,0,0,0,0,20,94,0.05,0,0,0,62.65,31.35,0.625,4.7,20,1
15400,932.2,23.1,20,United Kingdom,9,4,270,0,0,0,0,0,291,233.05,0.013745704,0,0,23.6,584.5,324.1,0.28125,103.5777778,1164,0
15401,216.95,6.642857143,14,United Kingdom,182,2,270,0,0,0,0,0,299,108.475,0.006688963,0,0,17.7,121.2,78.05,5.6875,1.192032967,598,1
15402,1189.87,14.7032967,91,United Kingdom,117,4,118,1,13.9,6.95,2,1,322,297.4675,0.01242236,0.011681948,0,15,808.97,365.9,3.65625,10.16982906,1288,0
15403,170.88,61.5,8,United Kingdom,222,2,270,0,0,0,0,0,461,85.44,0.004338395,0,0,0,150.48,20.4,6.9375,0.76972973,922,1
15404,257.06,20.875,16,United Kingdom,106,1,270,0,0,0,0,0,106,257.06,0.009433962,0,0,0,237.16,19.9,3.3125,2.42509434,106,1
15405,310.74,7.045454545,22,United Kingdom,306,1,270,0,0,0,0,0,306,310.74,0.003267974,0,0,0,187.9,122.84,9.5625,1.015490196,306,0
15406,717.45,3.776785714,112,United Kingdom,31,3,270,0,0,0,0,0,183,239.15,0.016393443,0,0,15.1,563.75,138.6,0.96875,23.14354839,549,1
15407,165,12,11,United Kingdom,35,1,270,0,0,0,0,0,35,165,0.028571429,0,0,0,165,0,1.09375,4.714285714,35,0
15409,117.2,4.5,12,United Kingdom,451,1,432,1,14.05,4.683333333,3,1.666666667,451,117.2,0.002217295,0.119880546,0,0,80.65,36.55,14.09375,0.259866962,451,1
15410,1234.88,17.55,40,United Kingdom,299,2,270,0,0,0,0,0,330,617.44,0.006060606,0,0,0,1072.58,162.3,9.34375,4.130033445,660,0
15413,6798.72,107.76,25,United Kingdom,422,5,270,0,0,0,0,0,469,1359.744,0.010660981,0,0,305.76,3896.18,2596.78,13.1875,16.1107109,2345,1
15415,559.61,11.72340426,47,United Kingdom,43,1,270,0,0,0,0,0,43,559.61,0.023255814,0,0,10.2,532.41,17,1.34375,13.01418605,43,1
15416,1963.74,10.62857143,105,United Kingdom,13,4,270,0,0,0,0,0,407,490.935,0.00982801,0,0,0,1324.29,639.45,0.40625,151.0569231,1628,0
15418,449.42,3.882352941,68,United Kingdom,155,2,270,0,0,0,0,0,317,224.71,0.006309148,0,0,0.85,396.97,51.6,4.84375,2.899483871,634,1
15420,743,15.07142857,56,United Kingdom,164,6,270,0,0,0,0,0,464,123.8333333,0.012931034,0,0,27.9,680.25,34.85,5.125,4.530487805,2784,1
